categories/0,categories/1,categories/2,categories/3,categories/4,skill,title
javascript,salesforce,cloud,json,html5,"javascript,salesforce,cloud,json,html5","SalesForce Developers - Join Australia's #1 Online Small Business Lender at Prospa (Darlinghurst, Australia)"
salesforce,apex-code,soql,visualforce,rest,"salesforce,apex-code,soql,visualforce,rest","Senior Salesforce Developer (Technical Lead) at Energy Inspectors (San Diego, CA)"
bigdata,solution,,,,"bigdata,solution,,,","Big Data Solution Architect at ThoughtWorks (Shanghai, China)"
r,python,java,c#,scala,"r,python,java,c#,scala","Lead Data Scientist, Director Level - Agoda Bangkok at Big Wednesday Digital (Bangkok, Thailand)"
amazon-web-services,amazon-s3,emr,lambda,apache-spark,"amazon-web-services,amazon-s3,emr,lambda,apache-spark","(Junior) Data Engineer (m/w) im Bereich Consumer Relationship Management bei Hub at FOCUS Online (München, Deutschland)"
algorithm,machine-learning,c++,python,artificial-intelligence,"algorithm,machine-learning,c++,python,artificial-intelligence","Research Engineer for Simulation-based Machine Learning for Autonomous Driving at Robert Bosch GmbH (Renningen, Deutschland)"
apex,apex-code,salesforce-lightning,,,"apex,apex-code,salesforce-lightning,,","Marketing Salesforce Developer at sailteam.io (Brooklyn, NY)"
apex-code,apex,salesforce-lightning,javascript,,"apex-code,apex,salesforce-lightning,javascript,",Senior Salesforce Developer (4+ years) at sailteam.io () (allows remote)
sql,apache-spark,etl,hadoop,mysql,"sql,apache-spark,etl,hadoop,mysql","Data Engineer, Business Intelligence - Turning trips into amazing experiences! at GetYourGuide AG (Berlin, Germany)"
apache-spark,algorithm,scala,machine-learning,search,"apache-spark,algorithm,scala,machine-learning,search","Data Engineer, Data Product (Spark & Scala)-Turn trips into amazing experiences! at GetYourGuide AG (Berlin, Germany)"
machine-learning,cloud,hadoop,,,"machine-learning,cloud,hadoop,,","Big Data Engineer at Tenable, Inc. (Dublin, Ireland)"
go,python,amazon-web-services,open-source,bigdata,"go,python,amazon-web-services,open-source,bigdata","Full Stack Platform Developer - West Coast at Panoply.io (San Francisco, CA)"
java,d3.js,javascript,html5,postgresql,"java,d3.js,javascript,html5,postgresql","Full Stack Developer at Etiometry Inc. (Boston, MA)"
react-native,javascript,ios,,,"react-native,javascript,ios,,","Sr. Mobile Developer for AI & Cyber Security Company at Cylance (Austin, TX)"
windows,powershell,exchange-server,qa,,"windows,powershell,exchange-server,qa,","Senior QA Engineer (with good adminitration skills_Windows) at G Data Software AG (Bochum, Germany)"
apache-spark,python,hadoop,r,tensorflow,"apache-spark,python,hadoop,r,tensorflow","Data Scientist - McKinsey Analytics at McKinsey & Company (Düsseldorf, Germany)"
java,scala,nosql,hadoop,apache-spark,"java,scala,nosql,hadoop,apache-spark","Java Developer at McLaren Applied Technologies (London, UK)"
java,c++,.net,salesforce,oracle,"java,c++,.net,salesforce,oracle","Software Developer regio Rotterdam at ICT Automatisering Nederland B.V. (Barendrecht, Netherlands)"
java,spring,hibernate,microservices,elasticsearch,"java,spring,hibernate,microservices,elasticsearch","Senior Java Engineer (m/f) at Storecast GmbH (Berlin, Germany)"
python,java,apache-spark,hadoop,docker,"python,java,apache-spark,hadoop,docker","Software Engineer at Skimlinks (London, UK)"
python,postgresql,amazon-web-services,geopandas,etl,"python,postgresql,amazon-web-services,geopandas,etl","Senior Data Engineer at Calthorpe Analytics (Berkeley, CA) (allows remote)"
java,algorithm,machine-learning,nlp,artificial-intelligence,"java,algorithm,machine-learning,nlp,artificial-intelligence","Senior Algorithm Developer (NLP/ML/AI) at Prifender, Inc. (Bellevue, WA)"
cloud,elasticsearch,docker,apache-zookeeper,scala,"cloud,elasticsearch,docker,apache-zookeeper,scala",Cloud Engineer- Zookeeper Expert at Elastic () (allows remote)
linux,unix,hadoop,data-warehouse,integration,"linux,unix,hadoop,data-warehouse,integration","Data Integration Engineer at Prifender, Inc. (Bellevue, WA) (allows remote)"
.net,javascript,excel,excel-vba,,".net,javascript,excel,excel-vba,","Ecosystem .NET Engineer at OpenFin (London, UK)"
business-intelligence,data-warehouse,datastage,etl,banking,"business-intelligence,data-warehouse,datastage,etl,banking","ETL-Entwickler (m/w) im Oracle Data Warehouse at ING-DiBa AG (Nürnberg, Deutschland)"
javascript,reactjs,d3.js,node.js,visualization,"javascript,reactjs,d3.js,node.js,visualization","JavaScript Visualization Developer at Qlik (Lund, Sweden)"
hadoop,r,machine-learning,apache-spark,python,"hadoop,r,machine-learning,apache-spark,python","Data Scientist needed with PySpark and Machine Learning Skills at Vodafone Group (London, UK)"
c#,.net,sql-server,,,"c#,.net,sql-server,,","Quantitative Risk Analyst / Developer at Bank for International Settlements (Bâle, Suisse)"
python,automated-tests,apache-spark,scala,node.js,"python,automated-tests,apache-spark,scala,node.js","QA Engineer at QuantumBlack (London, UK)"
java,c#,data-visualization,javascript,graph-theory,"java,c#,data-visualization,javascript,graph-theory","Product Development Engineer at Tom Sawyer Software (Rafina, Greece)"
cloud,machine-learning,python,linux,unix,"cloud,machine-learning,python,linux,unix","Senior Data Scientist / Data Science Expert - Deep Learning Center of Excellence at SAP HANA Platform & Database and HANA Vora (Berlin, Germany)"
cloud,machine-learning,hadoop,openstack,amazon-web-services,"cloud,machine-learning,hadoop,openstack,amazon-web-services","Senior Cloud Developer/Development Expert for Leonardo Machine Learning Applicat at SAP HANA Platform & Database and HANA Vora (Berlin, Germany)"
machine-learning,linux,unix,caffe,tensorflow,"machine-learning,linux,unix,caffe,tensorflow","(Senior) Machine Learning Developer for Leonardo Machine Learning Applications J at SAP HANA Platform & Database and HANA Vora (Berlin, Germany)"
machine-learning,algorithm,linux,caffe,tensorflow,"machine-learning,algorithm,linux,caffe,tensorflow","Research Expert - SAP Labs at SAP Innovation Center (Ra'anana, Israel)"
embedded,fpga,eda,,,"embedded,fpga,eda,,","Product Director - Research Enablement at Arm (Cambridge, UK)"
python,scala,apache-kafka,docker,go,"python,scala,apache-kafka,docker,go","Quantitative Developer- Data Infrastructure Engineering at Akuna Capital (Chicago, IL)"
hadoop,spark,hive,impala,scala,"hadoop,spark,hive,impala,scala","Head of Big Data - Agoda hiring now! at Big Wednesday Digital (Bangkok, Thailand)"
user-interface,user-experience,,,,"user-interface,user-experience,,,","Business Analyst (Web) at Docler Holding (Luxembourg City, Luxembourg)"
java,spring-boot,oracle,elasticsearch,apache-kafka,"java,spring-boot,oracle,elasticsearch,apache-kafka","Technical Architect - Designing Microservices with the UK's No.1 Property Portal at Rightmove (London, UK)"
groovy,java,hadoop,model-view-controller,grails,"groovy,java,hadoop,model-view-controller,grails","Java/Groovy Software Engineer (m/w) at Exactag GmbH (Duisburg, Deutschland)"
api,user-interface,salesforce,apex,visualforce,"api,user-interface,salesforce,apex,visualforce","Staff Architect - Salesforce at American Express (New York, NY)"
java,sql,html,css,java-ee,"java,sql,html,css,java-ee","Engineer - Big Data Analytics and Reporting at American Express (Phoenix, AZ)"
python,r,amazon-web-services,statistics,web-scraping,"python,r,amazon-web-services,statistics,web-scraping","Junior Data Scientist at Apsara Capital LLP (London, UK)"
cloud,java,microservices,apache-spark,scala,"cloud,java,microservices,apache-spark,scala","Data Developer at LoyaltyOne (Calgary, AB, Canada)"
hadoop,apache-spark,scala,microservices,amazon-web-services,"hadoop,apache-spark,scala,microservices,amazon-web-services","Big Data Engineer (Scala, Spark, Hadoop) - R&D at R3PI (Zürich, Switzerland)"
c++,machine-learning,lua,python,physx,"c++,machine-learning,lua,python,physx","Senior Software Engineer - Real-time Simulation Application at Mimic Technologies (Seattle, WA)"
scala,nlp,java,r,,"scala,nlp,java,r,","Data Scientist / Machine Learning Expert - Agoda at Big Wednesday Digital (Bangkok, Thailand)"
python,linux,git,ansible,mongodb,"python,linux,git,ansible,mongodb","Senior (Python) Developer/ Agile Architect (f/m) for international data company at CARFAX Europe GmbH (München, Deutschland)"
machine-learning,algorithm,c,matlab,,"machine-learning,algorithm,c,matlab,","Signal Processing Engineer at INAIT (Ecublens, Switzerland)"
t-sql,tableau,ms-excel,r-studio,data-modelling,"t-sql,tableau,ms-excel,r-studio,data-modelling","Data Analyst (Data Team) global eCom leader - AGODA Bangkok at Big Wednesday Digital (Bangkok, Thailand)"
javascript,php,css,linux,sql,"javascript,php,css,linux,sql","Full-Stack PHP-Entwickler (m/w) für den Bereich Innovation & Research at brandseven GmbH (Düsseldorf, Deutschland)"
r,machine-learning,data,ml,,"r,machine-learning,data,ml,","Machine Learning Research Scientist at Software Engineering Institute (Pittsburgh, PA)"
cloud,java,scrum,computer-architecture,,"cloud,java,scrum,computer-architecture,","Product Owner/Product Architect Cloud at Vasco Data Security France Sas (Enschede, Netherlands)"
salesforce,force.com,,,,"salesforce,force.com,,,","Senior Salesforce Engineer at Formstack (Indianapolis, IN) (allows remote)"
etl,ssis,olap,tableau,,"etl,ssis,olap,tableau,","BI Developer - ETL & BI Tools - Agoda -  Bangkok at Big Wednesday Digital (Bangkok, Thailand)"
machine-learning,r,python,scala,data-analysis,"machine-learning,r,python,scala,data-analysis","Data Engineer (m/f) at Risk.Ident GmbH (Hamburg, Deutschland)"
machine-learning,python,pandas,,,"machine-learning,python,pandas,,","Engineering Manager - Machine Learning at Quora (Mountain View, CA)"
elasticsearch,apache-spark,java,apache-kafka,cassandra,"elasticsearch,apache-spark,java,apache-kafka,cassandra","Sr. Big Data Engineer at Gogo (Chicago, IL)"
soa,sql,crm,bigdata,,"soa,sql,crm,bigdata,","Solution-Architekt (m/w) at S-Kreditpartner GmbH (Duisburg, Deutschland)"
machine-learning,classification,malware-detection,ads,,"machine-learning,classification,malware-detection,ads,","Machine Learning Engineer at Brave Software (London, UK)"
python,r,hadoop,sql,nosql,"python,r,hadoop,sql,nosql","Senior Data Science Engineer at Inmar (Winston-Salem, NC) (allows remote)"
ember.js,node.js,sass,clojure,javascript,"ember.js,node.js,sass,clojure,javascript","Do you love to code? Big Data Developers - All Levels - U.S. Citizens Only at Mission Focus (Alexandria, VA)"
python,machine-learning,sql,hadoop,apache-spark,"python,machine-learning,sql,hadoop,apache-spark","Data Scientist (Beat Product) m/f at mytaxi (Intelligent Apps GmbH) (Berlin, Deutschland)"
apache-spark,hadoop,sql,rabbitmq,elasticsearch,"apache-spark,hadoop,sql,rabbitmq,elasticsearch","Big Data Systems Engineer (Beat Product) m/f at mytaxi (Intelligent Apps GmbH) (Berlin, Deutschland)"
machine-learning,reactjs,apache-spark,hadoop,tensorflow,"machine-learning,reactjs,apache-spark,hadoop,tensorflow","Senior Big Data Software Engineer (Beat Product) m/f at mytaxi (Intelligent Apps GmbH) (Berlin, Deutschland)"
reactjs,javascript,git,,,"reactjs,javascript,git,,","Sr. Frontend Developer (React) for AI & Cyber Security Company! at Cylance (Austin, TX)"
elasticsearch,apache-spark,tensorflow,scikit-learn,lucene,"elasticsearch,apache-spark,tensorflow,scikit-learn,lucene","Senior Software Engineer - Writing AI at Chegg Berlin (Berlin, Germany)"
devops,gitlab,amazon-web-services,version-control,jenkins,"devops,gitlab,amazon-web-services,version-control,jenkins","Mid-Level DevOps Engineer @ Fast-Growing London Computer Vision Startup at Scape Technologies (London, UK)"
sql,.net,soa,nosql,artificial-intelligence,"sql,.net,soa,nosql,artificial-intelligence","Software Engineer at Swiss International Air Lines (Kloten, Schweiz)"
hadoop,apache-spark,sql,apache-kafka,data-warehouse,"hadoop,apache-spark,sql,apache-kafka,data-warehouse","Engineering Manager (Analytics) - Expedia at Expedia India (Gurugram, India)"
sql,enterprise,,,,"sql,enterprise,,,","Data Warehouse Architekt (m/w) at direct Services Gütersloh GmbH / DM-IT (Rietberg, Deutschland)"
reactjs,html5,css3,git,d3.js,"reactjs,html5,css3,git,d3.js","Frontend Developer (m/f) at Ryte GmbH (München, Deutschland)"
docker,amazon-web-services,apache-spark,scala,akka,"docker,amazon-web-services,apache-spark,scala,akka","Backend Developer (m/f) in Java/Scala at Ryte GmbH (München, Deutschland)"
reactjs,php,sass,d3.js,docker,"reactjs,php,sass,d3.js,docker","Fullstack Developer (m/f) at Ryte GmbH (München, Deutschland)"
python,hadoop,apache-spark,sql,bigdata,"python,hadoop,apache-spark,sql,bigdata","Big Data Python Developer at Boyle Software (New York, NY)"
project-management,design,sas,riak,python,"project-management,design,sas,riak,python","Senior Systems Designer at NHS Digital (Leeds, UK)"
docker,ansible,linux,amazon-web-services,travis-ci,"docker,ansible,linux,amazon-web-services,travis-ci","Cloud DevOps Engineer at Accel-Backed Machine Learning CyberSecurity Startup! at CheckRecipient (London, UK)"
scala,python,r,scikit-learn,apache-spark,"scala,python,r,scikit-learn,apache-spark","Senior Data Scientist (Python/Scala) at Contiamo (Berlin, Germany)"
php,git,lamp,sql,,"php,git,lamp,sql,","Data Engineer at Formstack (Indianapolis, IN) (allows remote)"
c++,c,windows,linux,x86,"c++,c,windows,linux,x86","CNO Analyst Programmers at Raytheon (Annapolis Junction, MD)"
python,scala,apache-kafka,docker,go,"python,scala,apache-kafka,docker,go","Senior Quantitative Developer- Data Infrastructure Engineer at Akuna Capital (Chicago, IL)"
ai,3d,ux,html5,,"ai,3d,ux,html5,","Consumer App Lead Developer at Geomagical Labs (Mountain View, CA)"
sql,ssis,,,,"sql,ssis,,,","MS Data Warehouse Entwickler / Architekt (m/w) at PAYBACK (München, Deutschland)"
bigdata,machine-learning,python,r,sql,"bigdata,machine-learning,python,r,sql","Senior quantitative analyst (H/F) at BNP Paribas (Paris, France)"
hadoop,bigdata,apache-spark,amazon-web-services,,"hadoop,bigdata,apache-spark,amazon-web-services,",Data Engineering Lead at Grab (Singapore)
php,mysql,javascript,html,salesforce,"php,mysql,javascript,html,salesforce","Sysadmin (m/w) mit Schwerpunkt Applikationsbetreuung (Salesforce, OTRS, Moodle) at Career Partner GmbH (München, Deutschland)"
testing,automated-tests,user-experience,,,"testing,automated-tests,user-experience,,","Test Analyst at Greater London Authority (London, UK)"
python,django,scrapy,postgresql,celery,"python,django,scrapy,postgresql,celery","Fashion+Big Data Startup looking for Backend/Full Stack Python Engineer, Madrid at StyleSage - Fashion meets Big Data (Madrid, Spain)"
vb.net,java,python,perl,c#,"vb.net,java,python,perl,c#","Software Engineering Summer Analyst at ITG (New York, NY)"
cloud,python,c++,c,amazon-web-services,"cloud,python,c++,c,amazon-web-services","Applied (Senior) Research Scientist - Machine Learning Job at SAP Innovation Center (Berlin, Germany)"
user-experience,prototype-programming,html,data-visualization,usability,"user-experience,prototype-programming,html,data-visualization,usability","Senior UX Designer - Cloud-based Advanced Analytics Platform at EFT Analytics (New York, NY)"
automation,hadoop,chef,,,"automation,hadoop,chef,,","DevOps Engineer at New Context Services (Phoenix, AZ) (allows remote)"
elasticsearch,ansible,jenkins,amazon-web-services,rabbitmq,"elasticsearch,ansible,jenkins,amazon-web-services,rabbitmq","DevOps Engineer - Keep Pizza Delivery Moving! at Granbury Solutions (Irving, TX) (allows remote)"
